#SampleID,#SampleID,empo_0,empo_1,empo_2,empo_3,averagecopy
1034.CHF7,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.040464684116574
1034.CHF8,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.830590909279269
1034.CHF9,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.299321473448851
1034.CHG1,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.247905649146594
1034.CHG10,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.92586333215949
1034.CHG11,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9433947424491032
1034.CHG3,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2253964820828687
1034.CHG4,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1226911785020866
1034.CHG9,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.0569375543446324
1034.CHI1,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.018678079768282
1034.CHI10,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.069427310313379
1034.CHI11,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9772741787309023
1034.CHI12,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9830981064359876
1034.CHI13,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9435581236036388
1034.CHI2,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.028469010881361
1034.CHI3,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1522516238669147
1034.CHI4,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.983519390836958
1034.CHI6,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.3343625139375423
1034.CHI7,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9991939082096237
1034.CHI9,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.270585432863314
1034.ZKA1,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9975536723966951
1034.ZKA2,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9940412983713016
1034.ZKA3,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.0454480843919396
1034.ZKA4,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.008083076539816
1034.ZKB1,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9547563989947516
1034.ZKB2,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.003262869892799
1034.ZKB4,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.107021324739403
1034.ZKD1,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.13309254110861
1034.ZKD2,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.326481383946258
1034.ZKD3,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.034847171512998
1034.ZKE2,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.7691632453307502
1034.ZKE3,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.221407632103695
1034.ZKE4,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.3405011262508677
1034.ZKE5,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1101203410530096
1034.ZKG1,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1513938095480705
1034.ZKG4,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9424559994036765
1034.ZKH1,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1020137450212166
1034.ZKH2,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.186316412764416
1034.ZKH3,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.119774432091273
1034.ZKH4,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.3760444501718205
1035.UQ001,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.15380146942356
1035.UQ013,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.151146032639205
1035.UQ014,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.0932912205593803
1035.UQ040,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2696774888540996
1035.UQ085,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.311306702543248
1035.UQ089,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1859100332492205
1035.UQ100,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1173441512066353
1035.UQ11007,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1569723869031994
1035.UQ11010,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.263718955356988
1035.UQ11012,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2433946176830433
1035.UQ11015,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1811995544247447
1035.UQ11017,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.179493453222512
1035.UQ11020,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.188221389293021
1035.UQ11108.1.6,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1524363381778193
1035.UQ11111.2.9,,EMP sample,Free-living,Non-saline,Soil (non-saline),3.13575509115761
1035.UQ11117.0.8,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1307695426553512
1035.UQ11123.1.4,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1642166261308415
1035.UQ11125,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.216139053537402
1035.UQ11126.0.3,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1866293929642406
1035.UQ11127,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2175043510621713
1035.UQ134,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2281994447231694
1035.UQ168,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.4558168238323606
1035.UQ171,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.18237308952935
1035.UQ173,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1733723488424475
1035.UQ184,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1651986134376746
1035.UQ203,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1362705439832164
1035.UQ205,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.141466938654875
1035.UQ215,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2241559473295758
1035.UQ223,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.096159666158294
1035.UQ234,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.093296592512914
1035.UQ246,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1313941439212494
1035.UQ249,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1763764358695545
1035.UQ262,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.0819590557441345
1035.UQ269,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.205071319224667
1035.UQ271,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.093600898992992
1035.UQ272,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2517593710432555
1035.UQ279,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.139024371803283
1035.UQ288,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1356769178572783
1035.UQ291,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1200016459927418
1035.UQ298,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.5725880670899297
1035.UQ299,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1369712296568655
1035.UQ301,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.0923531371022
1035.UQ302,,EMP sample,Host-associated,Animal,Animal corpus,2.560795477164199
1035.UQ311,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1341329833537785
1035.UQ322,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.0401432946263753
1035.UQ330,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.111050170624906
1035.UQ351,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.728991621616075
1035.UQ356,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.192492708122399
1035.UQ361,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.323587274736138
1035.UQ362,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.142026506662296
1035.UQ373,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.4066970960386818
1035.UQ377,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.410725747340232
1035.UQ382,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.192119279088955
1035.UQ392,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1038382675767866
1035.UQ405,,EMP sample,Host-associated,Animal,Animal corpus,2.8022527998072033
1035.UQ409,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.303724585779551
1035.UQ415,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.337811902066401
1035.UQ422,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.16874807529
1035.UQ423,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1077265370344236
1035.UQ461,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.083361357637382
1035.UQ491,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1059693638301993
1035.UQ496,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.125998171173667
1035.UQ510,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.3498390477798368
1035.UQ514,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.127642897280608
1035.UQ517,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.131155759759676
1035.UQ521,,EMP sample,Free-living,Non-saline,Soil (non-saline),4.151756534815229
1035.UQ523,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2338332726322285
1035.UQ556,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.180729681048588
1035.UQ562,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.088666875835809
1035.UQ578,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2390031778846797
1035.UQ585,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.0669963294235973
1035.UQ586,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.110722305291385
1035.UQ592,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1770176754744552
1035.UQ599,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.083377214081473
1035.UQ609,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1741586764020964
1035.UQ626,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.0795598668161595
1035.UQ631,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1468332806983548
1035.UQ632,,EMP sample,Free-living,Non-saline,Soil (non-saline),3.004968235066921
1035.UQ801,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1231066934185043
1035.UQ802,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1667872771972037
1035.UQ804,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1431203634445297
1035.UQ807,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.240115032517599
1035.UQ817,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1848661421922895
1035.UQ818,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.457168355672048
1035.UQ825,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2773537506663777
1035.UQ829,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1366855433510628
1035.UQ832,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.166011662911395
1035.UQ833,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1379934240966683
1035.UQ841,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.3406534136112738
1035.UQ842,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1574527296463355
1035.UQ843,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.052837536127269
1035.UQ845,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2334844926971713
1035.UQ852,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.5411638855901293
1035.UQ855,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1213836696700796
1035.UQ856,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2394049126176396
1035.UQ857,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2251391311818063
1035.UQ858,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.278702776237571
1035.UQ861,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2057324842835926
1035.UQ862,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.148659888694999
1035.UQ863,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.141290515165798
1035.UQ864,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1469981664805307
1035.UQ865,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.128537164632833
1035.UQ866,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.24464987640552
1035.UQ867,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1914012515591375
1035.UQ870,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.157954537906181
1035.UQ871,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.144781941767592
1035.UQ872,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1109082239277273
1035.UQ873,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2217620797080375
1035.UQ878,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.0820914373331756
1035.UQ879,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.174787731894159
1035.UQ886,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1471275146234627
1035.UQ888,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1712557366116725
1035.UQ892,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.3942457524424063
1036.A.Ac.2.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.7989397724808203
1036.A.Ac.2.1.s.4.1.sequences.r,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.763876644892628
1036.A.Ac.2.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.8548391671548095
1036.A.Ac.2.2.s.4.1.sequences.r,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9007169510379374
1036.A.C.0.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.8646050829810263
1036.A.C.0.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.838695838680634
1036.A.C.2.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.8351880860381387
1036.A.C.2.1.s.4.1.sequences.r,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9314037662194916
1036.A.C.2.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.8956237522041741
1036.A.C.2.2.s.4.1.sequences.r,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.8493794125989
1036.A.N.2.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.8001837533610405
1036.A.N.2.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.8011135525647914
1036.A.N.7.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9266241370088488
1036.A.N.7.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.7679488389858613
1036.A.V.2.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.8140411063616482
1036.A.V.2.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.8555213421955519
1036.B.Ac.14.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1115904127065224
1036.B.Ac.14.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1115402723896057
1036.B.Ac.2.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.867224174239152
1036.B.Ac.2.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9733715387155588
1036.B.Ac.21.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.0216054847169214
1036.B.Ac.7.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.994099415093715
1036.B.Ac.7.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9500327555279016
1036.B.C.0.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9114752709822858
1036.B.C.0.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9179439433167365
1036.B.C.14.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.197445656218472
1036.B.C.14.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.182633458722575
1036.B.C.2.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9105491677240756
1036.B.C.2.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9078905284611014
1036.B.C.21.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.7318044167125226
1036.B.C.7.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9089058002780124
1036.B.C.7.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.031918129579339
1036.B.N.14.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9537326549015166
1036.B.N.14.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9320617351605605
1036.B.N.2.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.0297225641461774
1036.B.N.2.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9326932438754265
1036.B.N.21.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.005724004573378
1036.B.N.21.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9661445451405823
1036.B.N.7.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9537280509420325
1036.B.N.7.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.97657884094017
1036.P.Ac.14.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.340308483966943
1036.P.Ac.14.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2876549342397317
1036.P.Ac.2.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.266206305383452
1036.P.Ac.2.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.213809187935458
1036.P.Ac.21.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.227080998234565
1036.P.Ac.21.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.245673145293064
1036.P.Ac.7.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.270922714346981
1036.P.Ac.7.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.185265146357536
1036.P.C.0.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.243133509054335
1036.P.C.0.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.253094528203102
1036.P.C.14.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2550079047957543
1036.P.C.14.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.259325808036246
1036.P.C.2.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.268225138814676
1036.P.C.2.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2108554177818984
1036.P.C.21.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.270750893420452
1036.P.C.21.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.309009762022964
1036.P.C.7.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2184457478893105
1036.P.C.7.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.292874344020093
1036.P.N.14.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2558545177257696
1036.P.N.14.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.294857021763236
1036.P.N.2.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2654968334250865
1036.P.N.2.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.3183496843911473
1036.P.N.21.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.3107722070458303
1036.P.N.21.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2511558665283613
1036.P.N.7.1.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2905546866940583
1036.P.N.7.2.s.4.1.sequences,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2737786551548864
1037.IDF1.OM2C0.MIN,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9846569817814594
1037.IDF1.OM2C0.ORG,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.21826053732823
1037.IDF1.REF.MIN,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.8875246927475036
1037.IDF1.REF.ORG,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9114315466283252
1037.IDF2.OM2C0.MIN,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9435789948005389
1037.IDF2.OM2C0.ORG,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.2425271432281106
1037.IDF2.REF.MIN,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1939350862727216
1037.IDF2.REF.ORG,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.1521135970557608
1037.IDF3.OM2C0.MIN,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.0149718100794085
1037.IDF3.OM2C0.ORG,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.3274952227880386
1037.IDF3.REF.MIN,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9535522842529385
1037.IDF3.REF.ORG,,EMP sample,Free-living,Non-saline,Soil (non-saline),2.199423125378838
1037.SBS1.OM2C0.MIN,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.5528087222798173
1037.SBS1.OM2C0.ORG,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.9455627208231165
1037.SBS1.REF.MIN,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.5635652705300465
1037.SBS1.REF.ORG,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.7271886269894714
1037.SBS2.OM2C0.MIN,,EMP sample,Free-living,Non-saline,Soil (non-saline),1.771090646441592
